Parameter,Opt Value,Stdev
kcat_Dilute,1.0,0.0
KM_Dilute,0.000556255,0.0
kcat_Dense,0.3477265524355033,0.07332353645202438
KM_Dense,0.0009537885178173555,0.00019531329003226239
dGo,-3.2498,0.0
alpha,-3.0684,0.0
kobs_Dilute,1797.7366495582066,2.2737367544323206e-13
kobs_Dense,364.7056613502439,4.599731838253326
