kcat_Dilute,KM_Dilute,kcat_Dense,KM_Dense,dGo,alpha,kobs_Dilute,kobs_Dense,RSS
1.0,0.000556255,0.533177993423894,0.0014564166904998954,-3.2498,-3.0684,1797.7366495582064,366.0889063561115,0.1363833168871369
1.0,0.000556255,0.4158888497499642,0.0011628880642994277,-3.2498,-3.0684,1797.7366495582064,357.634464156714,0.14551434316676437
1.0,0.000556255,0.36017555155213765,0.0009866177727869685,-3.2498,-3.0684,1797.7366495582064,365.06087918396656,0.17196237121030872
1.0,0.000556255,0.43393213028420186,0.0012099217948126073,-3.2498,-3.0684,1797.7366495582064,358.6447753438554,0.16991027454126367
1.0,0.000556255,0.39957648022065695,0.0011148930253929157,-3.2498,-3.0684,1797.7366495582064,358.3989415305889,0.15329292090605307
1.0,0.000556255,0.43433060219127895,0.0011983144738724194,-3.2498,-3.0684,1797.7366495582064,362.45126939651794,0.16377930218191217
1.0,0.000556255,0.4381182220748152,0.0012276628374939813,-3.2498,-3.0684,1797.7366495582064,356.871780015059,0.18204139149050383
1.0,0.000556255,0.5640205035784889,0.0015397834743212657,-3.2498,-3.0684,1797.7366495582064,366.29858222573034,0.12386685014599913
1.0,0.000556255,0.42079881079305625,0.0011712497030992308,-3.2498,-3.0684,1797.7366495582064,359.2733553567486,0.17694239553073438
1.0,0.000556255,0.42595482593926337,0.0011795480423023585,-3.2498,-3.0684,1797.7366495582064,361.11697926931623,0.13920493909910042
1.0,0.000556255,0.7397141056557157,0.00201466606006806,-3.2498,-3.0684,1797.7366495582064,367.16462361545246,0.11327822235174378
1.0,0.000556255,0.6233140701474793,0.0016990220583704696,-3.2498,-3.0684,1797.7366495582064,366.86637885402104,0.1817824912523176
1.0,0.000556255,0.44936790553001904,0.001210744790900331,-3.2498,-3.0684,1797.7366495582064,371.1499804974269,0.1401838937756919
1.0,0.000556255,0.4304418691694323,0.001196133977037328,-3.2498,-3.0684,1797.7366495582064,359.8609164464855,0.13866729173078132
1.0,0.000556255,0.42494419081829693,0.0011760338348324462,-3.2498,-3.0684,1797.7366495582064,361.3367049757036,0.17595207816053288
1.0,0.000556255,0.3583339237218719,0.0009813352606181658,-3.2498,-3.0684,1797.7366495582064,365.1493410072202,0.18130482230946107
1.0,0.000556255,0.5990186210210398,0.0016326601683772646,-3.2498,-3.0684,1797.7366495582064,366.89730822331325,0.13353397754646107
1.0,0.000556255,0.42687894346249333,0.0011763107462020583,-3.2498,-3.0684,1797.7366495582064,362.8964071277532,0.10350725533022985
1.0,0.000556255,0.3477698188575835,0.0009542454214651608,-3.2498,-3.0684,1797.7366495582064,364.44483885876366,0.15664010086206193
